obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""7581.89""","=""""","=""1.44e+04""",B+,"=""43875.749""","=""45194.681""","=""3s2.5g""","=""2G""","=""7/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""7581.89""","=""""","=""7.72e+02""",C+,"=""43875.749""","=""45194.681""","=""3s2.5g""","=""2G""","=""7/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""7581.89""","=""""","=""1.54e+04""",B+,"=""43875.749""","=""45194.681""","=""3s2.5g""","=""2G""","=""9/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""7909.96""","=""""","=""5.09e+04""",C,"=""44919.666""","=""46183.895""","=""3s2.7p""","=""2P*""","=""1/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""7920.11""","=""""","=""1.01e+05""",C+,"=""44921.287""","=""46183.895""","=""3s2.7p""","=""2P*""","=""3/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""8307.19""","=""""","=""1.40e+05""",B+,"=""45344.165""","=""46547.942""","=""3s2.6d""","=""2D""","=""3/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""8317.06""","=""""","=""9.93e+03""",B,"=""45345.594""","=""46547.942""","=""3s2.6d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""8317.06""","=""""","=""1.50e+05""",B+,"=""45345.594""","=""46547.942""","=""3s2.6d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""8378.87""","=""""","=""6.89e+05""",A,"=""42144.411""","=""43337.889""","=""3s2.6s""","=""2S""","=""1/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""8399.03""","=""""","=""6.86e+05""",A,"=""42144.411""","=""43335.024""","=""3s2.6s""","=""2S""","=""1/2""","=""3s2.6p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""8519.64""","=""""","=""2.14e+02""",D,"=""44919.666""","=""46093.424""","=""3s2.7p""","=""2P*""","=""1/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""8524.97""","=""""","=""2.56e+02""",C,"=""44921.287""","=""46094.312""","=""3s2.7p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""8531.43""","=""""","=""4.26e+01""",E,"=""44921.287""","=""46093.424""","=""3s2.7p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""9056.77""","=""""","=""4.80e+04""",A,"=""42233.742""","=""43337.889""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""9080.33""","=""""","=""4.76e+05""",A,"=""42233.742""","=""43335.024""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.6p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""9090.03""","=""""","=""4.27e+05""",A,"=""42237.783""","=""43337.889""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""9264.9""","=""""","=""4.75e+04""",C+,"=""46093.424""","=""[47172.77]""","=""3s2.7d""","=""2D""","=""3/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""9272.5""","=""""","=""3.39e+03""",D,"=""46094.312""","=""[47172.77]""","=""3s2.7d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""9272.5""","=""""","=""5.08e+04""",C+,"=""46094.312""","=""[47172.77]""","=""3s2.7d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""9724.95""","=""""","=""6.63e+05""",A,"=""44166.398""","=""45194.681""","=""3s2.5d""","=""2D""","=""3/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""9748.17""","=""""","=""7.05e+05""",A,"=""44168.847""","=""45194.681""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""9748.17""","=""""","=""4.69e+04""",A,"=""44168.847""","=""45194.681""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""10659.74""","=""""","=""3.12e+05""",B+,"=""43335.024""","=""44273.133""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""10692.40""","=""""","=""6.17e+05""",B+,"=""43337.889""","=""44273.133""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""10888.58""","=""""","=""6.13e+03""",B+,"=""41319.390""","=""42237.783""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""10888.68""","=""""","=""1.23e+05""",A,"=""41319.398""","=""42237.783""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L10321""",
"=""10936.93""","=""10936.71""","=""2""","=""1.28e+05""",A,"=""41319.390""","=""42233.742""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L6002""",
"=""""","=""11115.67""","=""""","=""7.99e+01""",D,"=""45194.681""","=""46094.312""","=""3s2.6f""","=""2F*""","=""5/2""","=""3s2.7d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""11115.67""","=""""","=""1.59e+03""",C+,"=""45194.681""","=""46094.312""","=""3s2.6f""","=""2F*""","=""7/2""","=""3s2.7d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""11126.65""","=""""","=""1.66e+03""",C+,"=""45194.681""","=""46093.424""","=""3s2.6f""","=""2F*""","=""5/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""11375.2""","=""""","=""5.43e+03""",C,"=""46033.271""","=""[46912.38]""","=""3s2.7g""","=""2G""","=""7/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""11375.2""","=""""","=""2.91e+02""",E,"=""46033.271""","=""[46912.38]""","=""3s2.7g""","=""2G""","=""7/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""11375.2""","=""""","=""5.82e+03""",C,"=""46033.271""","=""[46912.38]""","=""3s2.7g""","=""2G""","=""9/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""11924.78""","=""""","=""2.38e+04""",B+,"=""45194.681""","=""46033.271""","=""3s2.6f""","=""2F*""","=""7/2""","=""3s2.7g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""11924.78""","=""""","=""3.34e+05""",B+,"=""45194.681""","=""46033.271""","=""3s2.6f""","=""2F*""","=""5/2""","=""3s2.7g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""11924.78""","=""""","=""3.83e+05""",B+,"=""45194.681""","=""46033.271""","=""3s2.6f""","=""2F*""","=""7/2""","=""3s2.7g""","=""2G""","=""9/2""",,"=""u36,LS""","=""""",
"=""12028.28""","=""12028.28""","=""1""","=""3.55e+05""",A,"=""43335.024""","=""44166.398""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L6002""",
"=""12034.32""","=""12034.30""","=""2""","=""4.27e+05""",A,"=""43337.889""","=""44168.847""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L6002""",
"=""""","=""12069.87""","=""""","=""7.05e+04""",A,"=""43337.889""","=""44166.398""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""12210.7""","=""""","=""7.40e+04""",C+,"=""46093.424""","=""[46912.38]""","=""3s2.7d""","=""2D""","=""3/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""12223.9""","=""""","=""5.27e+03""",C,"=""46094.312""","=""[46912.38]""","=""3s2.7d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""12223.9""","=""""","=""7.90e+04""",C+,"=""46094.312""","=""[46912.38]""","=""3s2.7d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""12593.57""","=""""","=""7.40e+02""",C+,"=""45221.718""","=""46015.774""","=""3s2.6g""","=""2G""","=""7/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""12593.57""","=""""","=""1.38e+04""",B+,"=""45221.718""","=""46015.774""","=""3s2.6g""","=""2G""","=""7/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""12593.57""","=""""","=""1.48e+04""",B+,"=""45221.718""","=""46015.774""","=""3s2.6g""","=""2G""","=""9/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""13246.98""","=""""","=""3.02e+04""",B+,"=""44166.398""","=""44921.287""","=""3s2.5d""","=""2D""","=""3/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""13275.49""","=""""","=""3.01e+05""",B+,"=""44166.398""","=""44919.666""","=""3s2.5d""","=""2D""","=""3/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""13290.10""","=""""","=""2.70e+05""",B+,"=""44168.847""","=""44921.287""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""14889.6""","=""""","=""2.89e+05""",B+,"=""45344.165""","=""46015.774""","=""3s2.6d""","=""2D""","=""3/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""14921.4""","=""""","=""2.05e+04""",B+,"=""45345.594""","=""46015.774""","=""3s2.6d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""14921.4""","=""""","=""3.08e+05""",B+,"=""45345.594""","=""46015.774""","=""3s2.6d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""15428.4""","=""""","=""2.42e+05""",B+,"=""44273.133""","=""44921.287""","=""3s2.7s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""15467.1""","=""""","=""2.41e+05""",B+,"=""44273.133""","=""44919.666""","=""3s2.7s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""17257.7""","=""""","=""4.03e+04""",C+,"=""46593.32""","=""[47172.77]""","=""3s2.8d""","=""2D""","=""3/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""17276.5""","=""""","=""2.86e+03""",C+,"=""46593.95""","=""[47172.77]""","=""3s2.8d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""17276.5""","=""""","=""4.31e+04""",C+,"=""46593.95""","=""[47172.77]""","=""3s2.8d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""17295.8""","=""""","=""2.04e+03""",B,"=""46015.774""","=""46593.95""","=""3s2.7f""","=""2F*""","=""7/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""17295.8""","=""""","=""1.02e+02""",C+,"=""46015.774""","=""46593.95""","=""3s2.7f""","=""2F*""","=""5/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""17314.6""","=""""","=""2.14e+03""",B,"=""46015.774""","=""46593.32""","=""3s2.7f""","=""2F*""","=""5/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""18602.0""","=""""","=""1.29e+05""",B+,"=""44919.666""","=""45457.244""","=""3s2.7p""","=""2P*""","=""1/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""18658.2""","=""""","=""2.55e+05""",B+,"=""44921.287""","=""45457.244""","=""3s2.7p""","=""2P*""","=""3/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""18861.3""","=""""","=""7.10e+02""",B+,"=""32435.453""","=""32965.639""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.4p""","=""2P*""","=""3/2""",,"=""c40""","=""""",
"=""""","=""18909.2""","=""""","=""6.35e+03""",B+,"=""32436.796""","=""32965.639""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.4p""","=""2P*""","=""3/2""",,"=""c40""","=""""",
"=""""","=""19429.9""","=""""","=""5.55e+02""",B,"=""46033.271""","=""46547.942""","=""3s2.7g""","=""2G""","=""7/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""19429.9""","=""""","=""1.04e+04""",B+,"=""46033.271""","=""46547.942""","=""3s2.7g""","=""2G""","=""7/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""19429.9""","=""""","=""1.11e+04""",B+,"=""46033.271""","=""46547.942""","=""3s2.7g""","=""2G""","=""9/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""19441.9""","=""""","=""6.49e+03""",B+,"=""32435.453""","=""32949.807""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.4p""","=""2P*""","=""1/2""",,"=""c40""","=""""",
"=""""","=""22001.3""","=""""","=""1.33e+05""",B+,"=""46093.424""","=""46547.942""","=""3s2.7d""","=""2D""","=""3/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""22044.4""","=""""","=""9.48e+03""",B+,"=""46094.312""","=""46547.942""","=""3s2.7d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""22044.4""","=""""","=""1.42e+05""",B+,"=""46094.312""","=""46547.942""","=""3s2.7d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""23557.2""","=""""","=""1.08e+05""",B+,"=""44919.666""","=""45344.165""","=""3s2.7p""","=""2P*""","=""1/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""23567.8""","=""""","=""1.29e+05""",B+,"=""44921.287""","=""45345.594""","=""3s2.7p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""23647.5""","=""""","=""2.12e+04""",B+,"=""44921.287""","=""45344.165""","=""3s2.7p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""25406""","=""""","=""1.86e+03""",C+,"=""46547.942""","=""46941.55""","=""3s2.8f""","=""2F*""","=""7/2""","=""3s2.9d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""25406""","=""""","=""9.33e+01""",D,"=""46547.942""","=""46941.55""","=""3s2.8f""","=""2F*""","=""5/2""","=""3s2.9d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""25443""","=""""","=""1.95e+03""",C+,"=""46547.942""","=""46940.97""","=""3s2.8f""","=""2F*""","=""5/2""","=""3s2.9d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""29608.0""","=""""","=""1.44e+03""",A,"=""43831.101""","=""44168.847""","=""3s2.5f""","=""2F*""","=""5/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""29608.4""","=""""","=""2.88e+04""",A,"=""43831.105""","=""44168.847""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""29824.3""","=""""","=""2.96e+04""",A,"=""43831.101""","=""44166.398""","=""3s2.5f""","=""2F*""","=""5/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""31342""","=""""","=""6.70e+04""",C+,"=""46593.32""","=""[46912.38]""","=""3s2.8d""","=""2D""","=""3/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""31404""","=""""","=""4.75e+03""",C+,"=""46593.95""","=""[46912.38]""","=""3s2.8d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""31404""","=""""","=""7.10e+04""",C+,"=""46593.95""","=""[46912.38]""","=""3s2.8d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""43141""","=""""","=""3.61e+04""",B+,"=""46940.97""","=""[47172.77]""","=""3s2.9d""","=""2D""","=""3/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""43249""","=""""","=""2.56e+03""",B,"=""46941.55""","=""[47172.77]""","=""3s2.9d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""43249""","=""""","=""3.82e+04""",B+,"=""46941.55""","=""[47172.77]""","=""3s2.9d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""66263""","=""""","=""7.05e+03""",A,"=""45194.681""","=""45345.594""","=""3s2.6f""","=""2F*""","=""7/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""66263""","=""""","=""3.52e+02""",A,"=""45194.681""","=""45345.594""","=""3s2.6f""","=""2F*""","=""5/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""66897""","=""""","=""7.18e+03""",A,"=""45194.681""","=""45344.165""","=""3s2.6f""","=""2F*""","=""5/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""89237""","=""""","=""1.01e-05""",B,"=""0.000""","=""112.061""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.3p""","=""2P*""","=""3/2""",M1,"=""c40""","=""L10321""",
"=""""","=""131890""","=""""","=""6.44e-06""",B,"=""29066.96""","=""29142.78""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p2""","=""4P""","=""5/2""",M1,"=""c40""","=""""",
"=""""","=""214800""","=""""","=""2.38e-06""",B,"=""29020.41""","=""29066.96""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p2""","=""4P""","=""3/2""",M1,"=""c40""","=""""",
